description,company,category,title,created,longitude,location,adref,redirect_url,latitude,id,__CLASS__,salary_is_predicted,contract_time,salary_max,salary_min,contract_type
"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KSB'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Praktikum/Abschlussarbeit im Bereich Data Science,2025-07-12T22:07:55Z,14.10731,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal'], 'display_name': 'Frankenthal, Bautzen (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5OTg2Njc0NiIsInMiOiJJbDRTSG9mazhCR3RmWjF0Yk5PLVNBIn0.U9scmeq8SR7I8uQbEl6JKcXTDgYqCgVdk6FNWVglraM,https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,51.13209,5299866746,Adzuna::API::Response::Job,0,,,,
"Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…","{'display_name': 'ANDREAS STIHL AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs'}",Praktikum Data Analytics / Data Science,2025-12-13T03:19:56Z,9.26652,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Rems-Murr-Kreis', 'Fellbach', 'Schmiden'], 'display_name': 'Schmiden, Fellbach'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWw0U0hvZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTQwNTY5ODk0In0.CX4f12eVxTj_-243v0wtaQNjrNAF13DpRqCV0kRGWyw,https://www.adzuna.de/details/5540569894?utm_medium=api&utm_source=a4bcf954,48.82807,5540569894,Adzuna::API::Response::Job,0,,,,
"About Us Hawk is the leading provider of AI-supported anti-money laundering and fraud detection technology. Banks and payment providers globally are using Hawk’s powerful combination of traditional rules and explainable AI to improve the effectiveness of their AML compliance and fraud prevention by identifying more crime while maximizing efficiency by reducing false positives. With our solution, we are playing a vital role in the global fight against Money Laundering, Fraud, or the financing of…","{'display_name': 'Hawk', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science - Work Student / Intern,2025-11-12T13:13:47Z,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5MTg4NTYzOCIsInMiOiJJbDRTSG9mazhCR3RmWjF0Yk5PLVNBIn0.Q1VgOwt8e71EoaVlF3qh3hhnDnSvjq3jpLkRf01VXPs,https://www.adzuna.de/details/5491885638?utm_medium=api&utm_source=a4bcf954,,5491885638,Adzuna::API::Response::Job,0,full_time,,,
"Deine Aufgaben Du treibst Digitalisierungsthemen, die analytische Daten-Nutzung und die Datenqualität im gesamten Lifecycle unserer Immobilien voran. Ab Februar/März für bis zu 6 Monate. … konkret heißt das: Lerne Prozess-, Sensor-/ IoT-Daten für mehr als 12.000 Filialen und 500 Lager kennen Überlege gemeinsam im Team wie Datenqualität mit datengetriebenen Prozessen und Tasks verbessert wird Bringe deine Ideen ein und nutze Tools wie Gemini , Gems , Canvas Scripting , GCP, Databricks und Python…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung'}","{'label': 'Immobilienstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'property-jobs'}",Praktikum Data Science - Immobilien in Neckarsulm,2025-12-24T11:29:03Z,,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWw0U0hvZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTU0MDc0MDUxIn0.c_LchnF3cniVE3RT23Y66SF7FnbF3sDA_JVhjVHD2kw,https://www.adzuna.de/details/5554074051?utm_medium=api&utm_source=a4bcf954,,5554074051,Adzuna::API::Response::Job,0,full_time,,,
"Internship in Data Science & Machine Learning Markwiesenstraße 46, 72770 Reutlingen, Germany Full-time Robert Bosch GmbH Company Description At Bosch, we shape the future by inventing high-quality technologies and services that spark enthusiasm and enrich people’s lives. Our promise to our associates is rock-solid: we grow together, we enjoy our work, and we inspire each other. Join in and feel the difference. The Robert Bosch GmbH is looking forward to your application! Job Description We are …","{'display_name': 'Robert Bosch GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Internship in Data Science & Machine Learning,2025-12-22T20:17:37Z,9.18021,"{'area': ['Deutschland', 'Baden-Württemberg', 'Reutlingen (Kreis)', 'Reutlingen', 'Betzingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Betzingen, Reutlingen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1MjE4NzA0NiIsInMiOiJJbDRTSG9mazhCR3RmWjF0Yk5PLVNBIn0.A6-pU-iwSzB-LsXNA9rCl5MMOATiC91x3_EUpDc4kqo,https://www.adzuna.de/details/5552187046?utm_medium=api&utm_source=a4bcf954,48.5042,5552187046,Adzuna::API::Response::Job,0,full_time,,,
"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 18 months, our work has been heard, watched and loved for over 2 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as Data Scientist Intern to bring order to the chaos of culture…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Melotech'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","Data Science Intern, Music & Audio",2025-11-18T18:47:23Z,13.420806,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjI0MDk4MiIsInMiOiJJbDRTSG9mazhCR3RmWjF0Yk5PLVNBIn0.qLz5diAZG5zQcGx2EzGS8ruZyy42ja555vmSI6V8sNU,https://www.adzuna.de/details/5502240982?utm_medium=api&utm_source=a4bcf954,52.507706,5502240982,Adzuna::API::Response::Job,0,full_time,,,
"Your mission As our Data Science Intern (Analytics), you’ll turn raw product and operations data into decisions - building clean datasets, running rigorous statistical analyses (e.g., logistic regression, survival analysis and other statistical models), and surfacing insights that improve acquisition, retention, and unit economics. You’ll work closely with Product, Growth, Commercial and Operations and report to our Managing Director/Co-Founder. Key Responsibilities: Analytics pipeline & data q…","{'display_name': 'Farmfin GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Data Science Intern – Analytics (gn),2025-12-11T07:05:37Z,13.3777,"{'area': ['Deutschland', 'Berlin', 'Wedding'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wedding, Berlin'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWw0U0hvZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTM3NTAyNTIzIn0.JJO79J6Q7JCk8mjRcsIqPxLqQFL_ndKUKBsODoC9_gE,https://www.adzuna.de/details/5537502523?utm_medium=api&utm_source=a4bcf954,52.53261,5537502523,Adzuna::API::Response::Job,0,full_time,,,
"Job Description We are seeking a Director of Data Science, Deep Learning to lead our deep learning team within the AdTech space, specifically within the Vendor Data team, to shape the future of AI-driven ads and deals at Delivery Hero. In this pivotal role, you will jointly architect state-of-the-art deep learning models, influence AI strategy, and develop cutting-edge methodologies to significantly enhance the success of thousands of vendors - restaurants, shops, and local businesses - across …","{'display_name': 'Delivery Hero', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Director, Data Science - Deep Learning & AI",2025-12-17T03:56:42Z,13.420806,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0NTIwNTM2OSIsInMiOiJJbDRTSG9mazhCR3RmWjF0Yk5PLVNBIn0.BNFieLHUlpl0g-7_MKAqAmfgulEwF-Z2b-PTBkuQSjA,https://www.adzuna.de/details/5545205369?utm_medium=api&utm_source=a4bcf954,52.507706,5545205369,Adzuna::API::Response::Job,0,,,,
"Deine Aufgaben Als Teamlead Data bist Du verantwortlich für die strategische und operative Leitung unseres Data-Teams. Du steuerst spannende und innovative Datenprojekte in enger Zusammenarbeit mit unseren Kunden und stellst sicher, dass technologische Lösungen zielgerichtet und effizient umgesetzt werden. In dieser Rolle bist Du nicht nur der fachliche Ansprechpartner, sondern auch die treibende Kraft bei der Gestaltung der Datenarchitektur, der Auswahl der richtigen Tools und der Planung komp…","{'display_name': 'Highberg', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",Teamlead Data Science und Data Engineering (m/w/d),2025-11-27T18:18:18Z,9.987297,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWw0U0hvZms4Qkd0ZloxdGJOTy1TQSIsImkiOiI1NTE2MzU1NTM2In0.BXlJ9dT99sphsoPWz22UvhTf2GEIBXsFWmI_Dxpwkps,https://www.adzuna.de/details/5516355536?utm_medium=api&utm_source=a4bcf954,53.557429,5516355536,Adzuna::API::Response::Job,0,full_time,,,
"Deine Aufgaben Als Teamlead Data bist Du verantwortlich für die strategische und operative Leitung unseres Data-Teams. Du steuerst spannende und innovative Datenprojekte in enger Zusammenarbeit mit unseren Kunden und stellst sicher, dass technologische Lösungen zielgerichtet und effizient umgesetzt werden. In dieser Rolle bist Du nicht nur der fachliche Ansprechpartner, sondern auch die treibende Kraft bei der Gestaltung der Datenarchitektur, der Auswahl der richtigen Tools und der Planung komp…","{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Teamlead Data Science und Data Engineering (m/w/d),2025-11-26T00:37:15Z,9.99333,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'HafenCity, Hamburg', 'area': ['Deutschland', 'Hamburg', 'HafenCity']}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMzkwODk0OSIsInMiOiIyTUZISDRmazhCR2pKYWJ4V3QwZURRIn0.tuTN4OHrw4UFMZYtgB-1MYgLuUYyaQKgY3EevgwMsgk,https://www.adzuna.de/details/5513908949?utm_medium=api&utm_source=a4bcf954,53.54167,5513908949,Adzuna::API::Response::Job,0,full_time,,,
"Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…","{'display_name': 'ANDREAS STIHL AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'accounting-finance-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Buchhaltung & Finanzwesen'}",Praktikum Data Analytics / Data Science in Fellbach,2025-12-13T03:19:56Z,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk1GSEg0Zms4QkdqSmFieFd0MGVEUSIsImkiOiI1NTQwNTY5ODkyIn0.zkQq1l7FlwRBKJLEf5aBpBaGHXrPPEY0OWKRNxLUJV0,https://www.adzuna.de/details/5540569892?utm_medium=api&utm_source=a4bcf954,,5540569892,Adzuna::API::Response::Job,0,,,,
"Die Technopolis Group ist ein internationales Forschungs- und Beratungsunternehmen für den öffentlichen Sektor mit über 300 Kolleg*innen an zwölf Standorten in Europa, Afrika und Lateinamerika. Wir begleiten – oft als externe Evaluator*innen – Politikinstrumente wie z.B. Förderprogramme in verschiedenen Themenfeldern. Wir arbeiten ausschließlich für öffentliche Institutionen und Stiftungen auf regionaler, nationaler und internationaler Ebene (z.B. Bundes- und Landesministerien oder die Europäis…","{'display_name': 'Technopolis Group', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Praktikum im Bereich Data Science für die evidenzbasierte Politikberatung,2025-12-20T19:54:20Z,8.66599,"{'display_name': 'Dornbusch, Frankfurt am Main', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Dornbusch'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1MDI0NjY0NyIsInMiOiIyTUZISDRmazhCR2pKYWJ4V3QwZURRIn0.aIeD7VPgfgexiR62kTswHkLk2pUepNbqeG8cKkfGleI,https://www.adzuna.de/details/5550246647?utm_medium=api&utm_source=a4bcf954,50.14805,5550246647,Adzuna::API::Response::Job,0,full_time,,,
"Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…","{'display_name': 'IT-P GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Data Science Specialist (m/w/d),2025-02-28T14:07:24Z,9.77223,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bult, Hannover', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult']}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2NzAyMDc5OCIsInMiOiIyTUZISDRmazhCR2pKYWJ4V3QwZURRIn0.U5oog9at3lORYAj3EuCmOm1piaO0VHIiOtJUY1GUO-4,https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,52.36489,5067020798,Adzuna::API::Response::Job,0,part_time,,,
"Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…","{'display_name': 'IT-P', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus Logistik & Lagerhaltung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs'}",Data Science Specialist (m/w/d),2024-07-30T22:45:58Z,,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTIyMDc2OCIsInMiOiIyTUZISDRmazhCR2pKYWJ4V3QwZURRIn0.xO5NK6Z0jYvjM_dwJqkQobOESRm1DymqLtKycuOyXp8,https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,,4801220768,Adzuna::API::Response::Job,0,full_time,,,
Duales Studium Data Science und Künstliche Intelligenz Duales Studium Data Science und Künstliche Intelligenz Karlsruhe vor Ort Duales Studium Student/Praktikant Du interessierst dich für Data Science und Künstliche Intelligenz? Dann starte zum 01.10.2026 dein duales Bachelorstudium bei uns und wende dein theoretisches Wissen aus den Vorlesungen an der DHBW Karlsruhe direkt in praxisnahen Projekten an. Deine Aufgaben: Unterstützung unserer Fachabteilung in spannenden Projekten rund um die Entwi…,"{'display_name': 'Disy Informationssysteme', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium Data Science und Künstliche Intelligenz,2025-11-08T13:40:29Z,8.39586,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt-West'], 'display_name': 'Innenstadt-West, Karlsruhe'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk1GSEg0Zms4QkdqSmFieFd0MGVEUSIsImkiOiI1NDg3MjE1NDM1In0.OAMlcFtnjzFZeq9CCULb95ranfUTuYmVlVhPHnqewNg,https://www.adzuna.de/details/5487215435?utm_medium=api&utm_source=a4bcf954,49.01216,5487215435,Adzuna::API::Response::Job,0,,,,
"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Praktikum: Data Science (w/m/d),2023-10-05T13:37:27Z,9.99333,"{'area': ['Deutschland', 'Hamburg', 'HafenCity'], 'display_name': 'HafenCity, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk1GSEg0Zms4QkdqSmFieFd0MGVEUSIsImkiOiI0MzUyNTkxOTMyIn0.ytPFyRyP-Pydx3j-P__JBwU5xG19LiZCrdVAlc20y9M,https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,53.54167,4352591932,Adzuna::API::Response::Job,0,full_time,,,
"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg'}","{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",Praktikum: Data Science (w/m/d),2024-11-08T12:47:42Z,9.987297,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk1GSEg0Zms4QkdqSmFieFd0MGVEUSIsImkiOiI0OTMxMjkwNjMwIn0.otshCHIQzsLirH-bDYm2_FpHWhlCnMJTENu2ZPDTuWE,https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,53.557429,4931290630,Adzuna::API::Response::Job,0,full_time,,,
"About the role: What's in the Box As a Senior Director of Data Science , you will lead a multidisciplinary organization of data scientists, data engineers and analysts who partner deeply with product and engineering teams to drive measurable business impact. Your mission is to elevate how data, experimentation, and machine learning power our products and decisions - focusing on all aspects of personalization and search for the consumer product organization. What you’ll do: The Recipe Define the…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HelloFresh'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Senior Director, Data Science (all genders)",2025-11-14T14:27:59Z,13.420806,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NjA1MjM1MSIsInMiOiIyTUZISDRmazhCR2pKYWJ4V3QwZURRIn0.I1uZORte-fl9V1sij_7Xpfi8cPS1Z5GsuzmixTIi6G8,https://www.adzuna.de/details/5496052351?utm_medium=api&utm_source=a4bcf954,52.507706,5496052351,Adzuna::API::Response::Job,0,,,,
"THE FUTURE LOOKS LIKE YOU With over 1,300 stores in 17 European countries and more than 25,000 employees, C&A is one of Europe’s leading fashion retailers. Every day, C&A welcomes millions of visitors to its stores in Europe and to its online shop. C&A offers quality and long-lasting fashion at affordable prices for the many. We are building on more than 180 years of experience in the fashion industry and continuously modernize the company to become an omnichannel fashion retailer. The Data Sci…","{'display_name': 'C&A Mode GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",Data Science Intern (m/f/d),2025-12-04T22:03:56Z,6.78682,"{'display_name': 'Derendorf, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Derendorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk1GSEg0Zms4QkdqSmFieFd0MGVEUSIsImkiOiI1NTI4MzI1NDI3In0.BlQZm8X2Z_QdOxUsmAxaF72pqDS2xBl4qdYAmbdxqGU,https://www.adzuna.de/details/5528325427?utm_medium=api&utm_source=a4bcf954,51.24397,5528325427,Adzuna::API::Response::Job,0,,,,
"Als Data-Science-Experte (w/m/d) entwickelst du datenbasierte Modelle und Analysen, die fundierte Entscheidungen im Konzern ermöglichen. Du arbeitest an spannenden Projekten rund um Prognosen, Textanalyse und Visualisierung und schaffst so echten Mehrwert aus Daten. Analyse & Modellierung Entwicklung und Validierung von Machine-Learning-Modellen Durchführung komplexer Datenanalysen und Forecasts Anwendung statistischer Verfahren und Python-basierter Data-Science-Methoden Datenaufbereitung & Vis…","{'display_name': 'ZECH Building SE', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data-Science-Experte (w/m/d),2025-12-04T18:17:46Z,8.77324,"{'display_name': 'Handelshäfen, Bremen', 'area': ['Deutschland', 'Bremen', 'Handelshäfen'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNzUxMzY1MiIsInMiOiIyTUZISDRmazhCR2pKYWJ4V3QwZURRIn0.MJxV2WEE0GibQQrLu1ZxG66MeXM0Tk-hHlKsJEDMddM,https://www.adzuna.de/details/5527513652?utm_medium=api&utm_source=a4bcf954,53.09622,5527513652,Adzuna::API::Response::Job,0,full_time,,,
"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…","{'display_name': 'workidentity GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Lead Data Science/Business Intelligence (gn),2022-12-01T16:57:09Z,9.9477,"{'display_name': 'Altona-Altstadt, Hamburg', 'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk1GSEg0Zms4QkdqSmFieFd0MGVEUSIsImkiOiIzNzM2NTc1MTk4In0.VS2GE9OgXf9Mu-8zIfsEsZfOqFDaVXr4JTodLfmglFg,https://www.adzuna.de/details/3736575198?utm_medium=api&utm_source=a4bcf954,53.54883,3736575198,Adzuna::API::Response::Job,0,full_time,,,
Wir suchen Verstärkung für unser Team Test und Engineering innerhalb des Zentralen Bereichs Konstruktion am Standort Mindelheim für das Sommersemester 2026. Analyse kritischer Bearbeitungsprozesse durch umfangreiche Prozessdatenanalysen und den Einsatz von Maschine Learning Identifikation von Mustern und Zusammenhängen in großen Datensätzen zur Optimierung von Fertigungsabläufen Entwicklung und Implementierung von Prädiktionsmodellen zur vorausschauenden Wartung von Maschinenkomponenten Analyse…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GROB-WERKE & Co. KG'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Praktikum Data Science (m/w/d),2025-08-10T22:52:16Z,10.49959,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Unterallgäu (Kreis)', 'Mindelheim'], 'display_name': 'Mindelheim, Unterallgäu (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk1GSEg0Zms4QkdqSmFieFd0MGVEUSIsImkiOiI1MzQ2OTk0NTc5In0.NSNQBkckPM_zvoaiQTuGTRWHltESMTb-OmqZJ19Tl3g,https://www.adzuna.de/details/5346994579?utm_medium=api&utm_source=a4bcf954,48.03693,5346994579,Adzuna::API::Response::Job,0,,,,contract
